rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
2198,Kepler-217,c,Kepler-217 c,Transit,3,8.58600400,0.089000,,,,,0.165,,0,1,0,1,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1066.00,13.294,Kepler-band,13.121,6171.00,,1.80,2014-05-14,1,0,0,0,0,0,8.35000e-02,,,,,,,,,,,1.850,0.017,,0.1398000,2454970.960960,BJD,0.3700,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,34,12,http://exoplanet.eu/catalog/kepler-217_c/,http://exoplanets.org/detail/Kepler-217_c,2014-03,,,19.53584960,78.704307,12.758299,312.412107,66.357310,,0.88,1140.95,-1.800,0.800,2.000,-1.800,0.800,2.000,,,,4.03,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.319,12.176,12.103,12.054,12.064,12.224,9.251,,,,,,,,,,,,12,,,,,0.143,0.073,0.216,,,,5
2199,Kepler-217,d,Kepler-217 d,Transit,3,3.88689525,,,,,,0.118,,0,1,0,1,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1066.00,13.294,Kepler-band,13.121,6171.00,,1.80,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,1.320,0.012,,0.1524200,2454965.493870,JD,,,,0.00724,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,24,11,http://exoplanet.eu/catalog/kepler-217_d/,,,,,19.53584960,78.704307,12.758299,312.412107,66.357310,,0.88,1140.95,-1.800,0.800,2.000,-1.800,0.800,2.000,,,,4.03,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.319,12.176,12.103,12.054,12.064,12.224,9.251,,,,,,,,,,,,12,,,,,0.143,0.073,0.216,,,,5
2200,Kepler-218,b,Kepler-218 b,Transit,3,3.61933700,0.046000,,,,,0.132,,0,1,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,636.00,13.967,Kepler-band,13.907,5502.00,,1.06,2014-05-14,1,0,0,0,0,0,7.23000e-02,,,,,,,,,,,1.480,0.014,,0.1256000,2454968.438010,BJD,0.0900,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,38,12,http://exoplanet.eu/catalog/kepler-218_b/,http://exoplanets.org/detail/Kepler-218_b,2014-03,,,19.69418740,79.452675,11.288780,316.101706,65.687859,,1.49,669.02,8.100,20.900,22.400,8.100,20.900,22.400,,,,4.39,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.732,12.386,12.311,12.290,12.364,12.440,9.405,,,,,,,,,,,,14,,,,,0.346,0.075,0.421,,,,5
2201,Kepler-218,c,Kepler-218 c,Transit,3,44.69957600,0.248000,,,,,0.280,,0,1,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,636.00,13.967,Kepler-band,13.907,5502.00,,1.06,2014-05-14,1,0,0,0,0,0,3.90000e-01,,,,,,,,,,,3.140,0.029,,0.2613000,2455007.822350,BJD,0.5200,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,38,12,http://exoplanet.eu/catalog/kepler-218_c/,http://exoplanets.org/detail/Kepler-218_c,2014-03,,,19.69418740,79.452675,11.288780,316.101706,65.687859,,1.49,669.02,8.100,20.900,22.400,8.100,20.900,22.400,,,,4.39,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.732,12.386,12.311,12.290,12.364,12.440,9.405,,,,,,,,,,,,14,,,,,0.346,0.075,0.421,,,,5
2202,Kepler-218,d,Kepler-218 d,Transit,3,124.52446470,,,,,,0.237,,0,1,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,636.00,13.967,Kepler-band,13.907,5502.00,,1.06,2016-05-10,1,0,0,0,0,0,,,,,,,,,,,,2.660,0.024,,0.3999200,2455087.180100,JD,,,,0.02421,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,2016,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,32,12,http://exoplanet.eu/catalog/kepler-218_d/,,,,,19.69418740,79.452675,11.288780,316.101706,65.687859,,1.49,669.02,8.100,20.900,22.400,8.100,20.900,22.400,,,,4.39,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.732,12.386,12.311,12.290,12.364,12.440,9.405,,,,,,,,,,,,14,,,,,0.346,0.075,0.421,,,,5
2203,Kepler-219,b,Kepler-219 b,Transit,3,4.58551200,0.057000,,,,,0.263,,0,1,0,1,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,946.00,13.764,Kepler-band,13.718,5786.00,,1.49,2014-05-14,1,0,0,0,0,0,6.02000e-02,,,,,,,,,,,2.950,0.027,,0.1363000,2455002.856800,BJD,0.0300,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,40,13,http://exoplanet.eu/catalog/kepler-219_b/,http://exoplanets.org/detail/Kepler-219_b,2014-03,,,19.24926533,77.887811,15.649007,305.776913,67.887680,,1.24,805.30,-1.300,2.900,3.200,-1.300,2.900,3.200,,,,4.16,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.678,12.400,12.389,12.305,12.364,12.104,8.994,,,,,,,,,,,,14,,,,,0.278,0.011,0.289,,,,5
2204,Kepler-219,c,Kepler-219 c,Transit,3,22.71461300,0.165000,,,,,0.319,,0,1,0,1,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,946.00,13.764,Kepler-band,13.718,5786.00,,1.49,2014-05-14,1,0,0,0,0,0,1.74000e-01,,,,,,,,,,,3.580,0.033,,0.2420000,2454980.291080,BJD,0.0100,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,41,13,http://exoplanet.eu/catalog/kepler-219_c/,http://exoplanets.org/detail/Kepler-219_c,2014-03,,,19.24926533,77.887811,15.649007,305.776913,67.887680,,1.24,805.30,-1.300,2.900,3.200,-1.300,2.900,3.200,,,,4.16,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.678,12.400,12.389,12.305,12.364,12.104,8.994,,,,,,,,,,,,14,,,,,0.278,0.011,0.289,,,,5
2205,Kepler-219,d,Kepler-219 d,Transit,3,47.90364500,0.272000,,,,,0.251,,0,1,0,1,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,946.00,13.764,Kepler-band,13.718,5786.00,,1.49,2014-05-14,1,0,0,0,0,0,2.87000e-01,,,,,,,,,,,2.810,0.026,,0.2383000,2454974.982570,BJD,0.0600,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,43,13,http://exoplanet.eu/catalog/kepler-219_d/,http://exoplanets.org/detail/Kepler-219_d,2014-03,,,19.24926533,77.887811,15.649007,305.776913,67.887680,,1.24,805.30,-1.300,2.900,3.200,-1.300,2.900,3.200,,,,4.16,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.678,12.400,12.389,12.305,12.364,12.104,8.994,,,,,,,,,,,,14,,,,,0.278,0.011,0.289,,,,5
2206,Kepler-22,b,Kepler-22 b,Transit,1,289.86230000,0.849000,0.000000,89.764,0.11300,Mass,0.212,14.70000,0,1,0,1,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,190.00,11.664,Kepler-band,11.644,5518.00,0.97,0.98,2014-05-14,1,1,0,0,0,0,4.47000e+00,,,,262,,0.11300,,36.00000,,36.00000,2.380,0.022,,0.3090000,2454966.698300,BJD,0.7680,,186.400000,0.02220,<a refstr=BORUCKI_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...745..120B target=ref>Borucki et al. 2012</a>,2011,<a refstr=BORUCKI_ET_AL__2012 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2012ApJ...745..120B target=ref>Borucki et al. 2012</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,49,13,http://exoplanet.eu/catalog/kepler-22_b/,http://exoplanets.org/detail/Kepler-22_b,2012-02,,,19.28116560,79.091866,15.792364,307.668067,68.824470,,5.11,195.74,-39.700,-66.700,77.600,-39.700,-66.700,77.600,-4.06,4.50,G5 V,4.44,-0.102,1.4580,-0.290,[Fe/H],,0.6000,,,,,0,0,0,0,0,3,0,,,,,,10.523,10.211,10.152,10.115,10.145,10.100,9.081,,,,,,,,,,,,14,,,,,0.312,0.059,0.371,,,,5
2207,Kepler-220,b,Kepler-220 b,Transit,4,4.15980700,0.046000,,,,,0.072,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154.00,13.177,Kepler-band,12.857,4632.00,,0.67,2014-05-14,1,0,0,0,0,0,2.99000e-01,,,,,,,,,,,0.810,0.007,,0.0677000,2454966.786460,BJD,0.0900,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,40,13,http://exoplanet.eu/catalog/kepler-220_b/,http://exoplanets.org/detail/Kepler-220_b,2014-03,,,19.43374913,78.811786,13.974475,310.542406,67.331856,,5.82,171.96,-25.700,-34.000,42.600,-25.700,-34.000,42.600,15.90,,,4.65,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,11.206,10.672,10.550,10.496,10.566,10.445,9.510,,,,,,,,,,,,12,,,,,0.534,0.122,0.656,,,,5
2208,Kepler-220,c,Kepler-220 c,Transit,4,9.03419900,0.076000,,,,,0.140,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154.00,13.177,Kepler-band,12.857,4632.00,,0.67,2014-05-14,1,0,0,0,0,0,4.93000e-01,,,,,,,,,,,1.570,0.014,,0.0619000,2455004.014250,BJD,0.0600,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,40,13,http://exoplanet.eu/catalog/kepler-220_c/,http://exoplanets.org/detail/Kepler-220_c,2014-03,,,19.43374913,78.811786,13.974475,310.542406,67.331856,,5.82,171.96,-25.700,-34.000,42.600,-25.700,-34.000,42.600,15.90,,,4.65,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,11.206,10.672,10.550,10.496,10.566,10.445,9.510,,,,,,,,,,,,12,,,,,0.534,0.122,0.656,,,,5
2209,Kepler-220,d,Kepler-220 d,Transit,4,28.12239700,0.163000,,,,,0.087,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154.00,13.177,Kepler-band,12.857,4632.00,,0.67,2014-05-14,1,0,0,0,0,0,1.06000e+00,,,,,,,,,,,0.980,0.009,,0.1710000,2454979.918830,BJD,0.1400,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,40,13,http://exoplanet.eu/catalog/kepler-220_d/,http://exoplanets.org/detail/Kepler-220_d,2014-03,,,19.43374913,78.811786,13.974475,310.542406,67.331856,,5.82,171.96,-25.700,-34.000,42.600,-25.700,-34.000,42.600,15.90,,,4.65,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,11.206,10.672,10.550,10.496,10.566,10.445,9.510,,,,,,,,,,,,12,,,,,0.534,0.122,0.656,,,,5
2210,Kepler-220,e,Kepler-220 e,Transit,4,45.90273300,0.226000,,,,,0.119,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,154.00,13.177,Kepler-band,12.857,4632.00,,0.67,2014-05-14,1,0,0,0,0,0,1.47000e+00,,,,,,,,,,,1.330,0.012,,0.2120000,2454999.562510,BJD,0.5300,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,40,13,http://exoplanet.eu/catalog/kepler-220_e/,http://exoplanets.org/detail/Kepler-220_e,2014-03,,,19.43374913,78.811786,13.974475,310.542406,67.331856,,5.82,171.96,-25.700,-34.000,42.600,-25.700,-34.000,42.600,15.90,,,4.65,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,11.206,10.672,10.550,10.496,10.566,10.445,9.510,,,,,,,,,,,,12,,,,,0.534,0.122,0.656,,,,5
2211,Kepler-221,b,Kepler-221 b,Transit,4,2.79590600,0.037000,,,,,0.153,,0,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,414.00,13.749,Kepler-band,13.749,5243.00,,0.82,2014-05-14,1,0,0,0,0,0,8.94000e-02,,,,,,,,,,,1.710,0.016,,0.0860000,2454965.729290,BJD,0.6100,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,42,13,http://exoplanet.eu/catalog/kepler-221_b/,http://exoplanets.org/detail/Kepler-221_b,2014-03,,,19.77698433,80.372944,10.801765,318.574221,65.839374,,2.57,389.55,-2.700,-2.200,3.500,-2.700,-2.200,3.500,,,,4.54,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.413,11.995,11.900,11.868,11.902,12.157,9.271,,,,,,,,,,,,14,,,,,0.418,0.095,0.513,,,,5
2212,Kepler-221,c,Kepler-221 c,Transit,4,5.69058600,0.059000,,,,,0.261,,0,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,414.00,13.749,Kepler-band,13.749,5243.00,,0.82,2014-05-14,1,0,0,0,0,0,1.42000e-01,,,,,,,,,,,2.930,0.027,,0.1051000,2455007.048650,BJD,0.0400,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,44,13,http://exoplanet.eu/catalog/kepler-221_c/,http://exoplanets.org/detail/Kepler-221_c,2014-03,,,19.77698433,80.372944,10.801765,318.574221,65.839374,,2.57,389.55,-2.700,-2.200,3.500,-2.700,-2.200,3.500,,,,4.54,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.413,11.995,11.900,11.868,11.902,12.157,9.271,,,,,,,,,,,,14,,,,,0.418,0.095,0.513,,,,5
2213,Kepler-221,d,Kepler-221 d,Transit,4,10.04156000,0.087000,,,,,0.244,,0,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,414.00,13.749,Kepler-band,13.749,5243.00,,0.82,2014-05-14,1,0,0,0,0,0,2.10000e-01,,,,,,,,,,,2.730,0.025,,0.1054000,2454970.084560,BJD,0.3600,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,41,13,http://exoplanet.eu/catalog/kepler-221_d/,http://exoplanets.org/detail/Kepler-221_d,2014-03,,,19.77698433,80.372944,10.801765,318.574221,65.839374,,2.57,389.55,-2.700,-2.200,3.500,-2.700,-2.200,3.500,,,,4.54,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.413,11.995,11.900,11.868,11.902,12.157,9.271,,,,,,,,,,,,14,,,,,0.418,0.095,0.513,,,,5
2214,Kepler-221,e,Kepler-221 e,Transit,4,18.36991700,0.130000,,,,,0.235,,1,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,414.00,13.749,Kepler-band,13.749,5243.00,,0.82,2014-05-14,1,0,0,0,0,0,3.14000e-01,,,,,,,,,,,2.630,0.024,,0.0935000,2454964.860480,BJD,0.2600,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,41,13,http://exoplanet.eu/catalog/kepler-221_e/,http://exoplanets.org/detail/Kepler-221_e,2014-03,,,19.77698433,80.372944,10.801765,318.574221,65.839374,,2.57,389.55,-2.700,-2.200,3.500,-2.700,-2.200,3.500,,,,4.54,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,12.413,11.995,11.900,11.868,11.902,12.157,9.271,,,,,,,,,,,,14,,,,,0.418,0.095,0.513,,,,5
2215,Kepler-222,b,Kepler-222 b,Transit,3,3.93698100,0.048000,,,,,0.282,,0,1,0,1,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,781.00,15.063,Kepler-band,15.060,5433.00,,0.87,2014-05-14,1,0,0,0,0,0,6.15000e-02,,,,,,,,,,,3.160,0.029,,0.0762000,2455002.650760,BJD,0.5700,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,38,12,http://exoplanet.eu/catalog/kepler-222_b/,http://exoplanets.org/detail/Kepler-222_b,2014-03,,,19.19374000,77.825488,16.241935,304.496966,68.243460,,1.29,775.61,0.600,-1.000,1.100,0.600,-1.000,1.100,,,,4.55,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,13.717,13.341,13.235,13.237,13.257,12.753,8.847,,,,,,,,,,,,14,,,,,0.376,0.106,0.482,,,,5
2216,Kepler-222,c,Kepler-222 c,Transit,3,10.08881000,0.091000,,,,,0.414,,0,1,0,1,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,781.00,15.063,Kepler-band,15.060,5433.00,,0.87,2014-05-14,1,0,0,0,0,0,1.17000e-01,,,,,,,,,,,4.640,0.043,,0.0714000,2455006.082630,BJD,0.9000,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,38,12,http://exoplanet.eu/catalog/kepler-222_c/,http://exoplanets.org/detail/Kepler-222_c,2014-03,,,19.19374000,77.825488,16.241935,304.496966,68.243460,,1.29,775.61,0.600,-1.000,1.100,0.600,-1.000,1.100,,,,4.55,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,13.717,13.341,13.235,13.237,13.257,12.753,8.847,,,,,,,,,,,,14,,,,,0.376,0.106,0.482,,,,5
2217,Kepler-222,d,Kepler-222 d,Transit,3,28.08191200,0.180000,,,,,0.329,,0,1,0,1,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,781.00,15.063,Kepler-band,15.060,5433.00,,0.87,2014-05-14,1,0,0,0,0,0,2.31000e-01,,,,,,,,,,,3.690,0.034,,0.1892000,2455027.914040,BJD,0.4400,,,,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,38,12,http://exoplanet.eu/catalog/kepler-222_d/,http://exoplanets.org/detail/Kepler-222_d,2014-03,,,19.19374000,77.825488,16.241935,304.496966,68.243460,,1.29,775.61,0.600,-1.000,1.100,0.600,-1.000,1.100,,,,4.55,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,13.717,13.341,13.235,13.237,13.257,12.753,8.847,,,,,,,,,,,,14,,,,,0.376,0.106,0.482,,,,5
2218,Kepler-223,b,Kepler-223 b,Transit,4,7.38449000,,0.078000,90.000,0.02328,Mass,0.267,1.54000,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1135.00,15.344,Kepler-band,15.395,,1.12,1.72,2016-08-04,1,0,0,0,0,0,,,,,,,0.02328,,7.40000,,7.40000,2.990,0.027,,,2455701.515500,BJD,,,,,<a refstr=MILLS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016Natur.533..509M target=ref>Mills et al. 2016</a>,2014,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3,0,48,13,http://exoplanet.eu/catalog/kepler-223_b/,http://exoplanets.org/detail/Kepler-223_b,2014-03,,,19.88789040,81.325095,10.024091,321.530041,65.729323,,0.51,1960.49,-4.300,-11.100,11.900,-4.300,-11.100,11.900,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,14.095,13.727,13.633,13.533,13.607,13.022,9.412,,,,,,,,,,,,14,,,,,0.368,0.094,0.462,,,,5
